Entidad,Sexo,Puesto,minutos_app,total_encuestas,total_asist,Fecha
Sonora,Mujer,Odontóloga/o,0.0,0,3,2024-07-29
Oaxaca,Mujer,Estudiante de medicina,0.0,0,1,2024-07-29
Colombia,Mujer,Enfermera/o,0.0,0,0,2024-07-29
Querétaro,Hombre,Médica/o residente,0.0,0,0,2024-07-29
Sonora,Hombre,Estudiante de medicina,11.8,0,8,2024-07-29
Coahuila,Sin dato,Sin dato,0.0,0,3,2024-07-29
Querétaro,Hombre,Médica/o,0.0,0,1,2024-07-29
Nuevo León,Sin dato,Administrativa/o,0.0,4,1,2024-07-29
Nuevo León,Hombre,Pasante,475.4,0,9,2024-07-29
Querétaro,Mujer,Administrativa/o,0.0,0,0,2024-07-29
Sonora,Mujer,Promotor/a En Salud,638.3,0,9,2024-07-29
Oaxaca,Mujer,Sin dato,0.0,0,0,2024-07-29
Querétaro,Mujer,Enfermera/o,0.0,0,0,2024-07-29
Sonora,Hombre,Enfermera/o,420.8,0,9,2024-07-29
Coahuila,Hombre,Enfermera/o,1.1,0,2,2024-07-29
Nuevo León,Sin dato,Psicóloga/o,0.0,7,9,2024-07-29
Coahuila,Sin dato,Sin dato,0.0,0,2,2024-07-29
Coahuila,Hombre,Interna/o,0.0,0,3,2024-07-29
Nuevo León,Sin dato,Otro,380.8,7,9,2024-07-29
Oaxaca,Mujer,Enfermera/o,848.3,0,9,2024-07-29
Coahuila,Sin dato,Administrativa/o,0.0,6,8,2024-07-29
Oaxaca,Hombre,Administrativa/o,0.0,0,0,2024-07-29
Sonora,Hombre,Estudiante de medicina,0.0,0,1,2024-07-29
Nuevo León,Sin dato,Administrativa/o,5.9,5,1,2024-07-29
Oaxaca,Mujer,Médica/o,0.0,0,1,2024-07-29
Nuevo León,Mujer,Volunaria/o,0.0,0,0,2024-07-29
Coahuila,Sin dato,Sin dato,521.3,0,8,2024-07-29
Campeche,Hombre,Médica/o,0.0,0,1,2024-07-29
Coahuila,Hombre,Enfermera/o,0.0,0,0,2024-07-29
Querétaro,Hombre,Médica/o residente,0.0,0,0,2024-07-29
Oaxaca,Mujer,Enfermera/o,433.3,0,9,2024-07-29
Oaxaca,Sin dato,Médica/o,511.6,7,7,2024-07-29
Sonora,Mujer,Enfermera/o,0.0,0,2,2024-07-29
SIMI,Mujer,Psicóloga/o,412.0,0,9,2024-07-29
Nuevo León,Hombre,Otro (Especifique),0.0,0,0,2024-07-29
Campeche,Mujer,Médica/o,0.0,0,0,2024-07-29
Coahuila,Sin dato,Sin dato,0.2,0,3,2024-07-29
Guanajuato,Mujer,Enfermera/o,0.0,0,1,2024-07-29
Sonora,Hombre,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,1,2024-07-29
Oaxaca,Sin dato,Pasante,0.0,7,1,2024-07-29
Querétaro,Mujer,Enfermera/o,860.2,0,9,2024-07-29
Coahuila,Mujer,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,1,2024-07-29
Coahuila,Mujer,Administrativa/o,264.1,0,9,2024-07-29
Oaxaca,Sin dato,Pasante,1250.8,7,8,2024-07-29
Nuevo León,Mujer,"Coordinador/a, responsable o supervisión de área",0.0,0,0,2024-07-29
Campeche,Mujer,Administrativa/o,520.4,0,9,2024-07-29
Sonora,Prefiero No Contestar,Psicóloga/o,389.0,0,7,2024-07-29
Oaxaca,Sin dato,Pasante,2.3,7,0,2024-07-29
Nuevo León,Mujer,Estudiante de medicina,137.9,0,5,2024-07-29
Sonora,Sin dato,Administrativa/o,720.8,7,7,2024-07-29
Oaxaca,Mujer,Administrativa/o,648.4,0,9,2024-07-29
Nuevo León,Sin dato,Enfermera/o,4.6,7,7,2024-07-29
Jalisco,Mujer,Médica/o,785.4,0,9,2024-07-29
Oaxaca,Mujer,Enfermera/o,678.9,0,9,2024-07-29
Oaxaca,Sin dato,Pasante,0.0,7,0,2024-07-29
Oaxaca,Mujer,Enfermera/o,0.0,0,0,2024-07-29
Nuevo León,Mujer,Enfermera/o,0.0,0,0,2024-07-29
Oaxaca,Mujer,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,3,2024-07-29
Oaxaca,Mujer,Administrativa/o,42.9,0,1,2024-07-29
Querétaro,Mujer,Trabajador/a social,389.1,0,8,2024-07-29
Oaxaca,Mujer,Médica/o,0.0,0,0,2024-07-29
Querétaro,Mujer,Pasante,5.7,0,0,2024-07-29
Oaxaca,Sin dato,Pasante,0.0,7,0,2024-07-29
Guanajuato,Mujer,Enfermera/o,55.5,0,7,2024-07-29
Campeche,Mujer,Interna/o,0.0,0,0,2024-07-29
Campeche,Hombre,Sin dato,0.0,0,9,2024-07-29
Nuevo León,Mujer,Enfermera/o,0.0,0,0,2024-07-29
Oaxaca,Mujer,Sin dato,0.0,0,0,2024-07-29
Coahuila,Sin dato,Enfermera/o,1147.9,7,9,2024-07-29
Oaxaca,Mujer,Promotor/a En Salud,0.0,0,0,2024-07-29
Sonora,Sin dato,Sin dato,839.3,0,9,2024-07-29
Oaxaca,Mujer,Personal Directivo,307.9,0,9,2024-07-29
Oaxaca,Mujer,Administrativa/o,0.0,0,1,2024-07-29
Nuevo León,Sin dato,"Coordinador/a, responsable o supervisión de área",0.0,7,9,2024-07-29
Querétaro,Sin dato,Pasante,0.6,7,3,2024-07-29
Querétaro,Mujer,Médica/o residente,0.0,0,0,2024-07-29
Campeche,Hombre,Administrativa/o,140.6,0,8,2024-07-29
Sonora,Sin dato,Psicóloga/o,0.2,4,3,2024-07-29
Colombia,Hombre,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,2,2024-07-29
Oaxaca,Hombre,Médica/o,11.7,0,7,2024-07-29
Coahuila,Sin dato,Estudiante de medicina,65.2,0,8,2024-07-29
Campeche,Hombre,Interna/o,0.0,0,0,2024-07-29
Campeche,Mujer,"Coordinador/a, Responsable O Supervisión De Área",68.4,0,6,2024-07-29
Campeche,Sin dato,Psicóloga/o,558.9,7,9,2024-07-29
Coahuila,Hombre,Pasante,0.0,0,1,2024-07-29
Sonora,Hombre,Psicóloga/o,0.0,0,0,2024-07-29
Nuevo León,Mujer,Médica/o,0.0,0,0,2024-07-29
Querétaro,Hombre,Docente,11.8,0,1,2024-07-29
Sonora,Hombre,Enfermera/o,669.2,0,9,2024-07-29
Querétaro,Hombre,Médica/o residente,0.0,0,0,2024-07-29
Coahuila,Sin dato,Nutrióloga/o,601.5,7,9,2024-07-29
Oaxaca,Mujer,Enfermera/o,0.0,0,0,2024-07-29
Sonora,Hombre,Pasante,8.7,0,0,2024-07-29
Nuevo León,Sin dato,Administrativa/o,675.6,7,9,2024-07-29
Campeche,Sin dato,"Coordinador/a, responsable o supervisión de área",0.0,7,8,2024-07-29
Sonora,Mujer,Médica/o residente,582.8,0,9,2024-07-29
Campeche,Hombre,"Coordinador/a, responsable o supervisión de área",672.0,0,9,2024-07-29
Querétaro,Mujer,Administrativa/o,0.0,0,0,2024-07-29
Coahuila,Mujer,Administrativa/o,0.0,0,0,2024-07-29
Sonora,Sin dato,Camillero,0.0,6,1,2024-07-29
Estado De México,Mujer,Personal Administrativo O De Apoyo,678.6,0,9,2024-07-29
Campeche,Mujer,Administrativa/o,1041.1,0,9,2024-07-29
Querétaro,Mujer,Enfermera/o,0.0,0,2,2024-07-29
Oaxaca,Mujer,Administrativa/o,0.0,0,0,2024-07-29
Campeche,Hombre,Enfermera/o,0.0,0,0,2024-07-29
Campeche,Mujer,Trabajador/a social,0.0,0,0,2024-07-29
Coahuila,Sin dato,Personal directivo,1370.9,7,9,2024-07-29
Querétaro,Mujer,Médica/o residente,12.4,0,0,2024-07-29
Coahuila,Sin dato,Administrativa/o,463.5,7,9,2024-07-29
Oaxaca,Hombre,Promotor/a En Salud,35.1,0,2,2024-07-29
Coahuila,Sin dato,Sin dato,0.0,0,1,2024-07-29
Coahuila,Mujer,Pasante,0.0,0,0,2024-07-29
Coahuila,Hombre,Psicóloga/o,525.1,0,9,2024-07-29
Campeche,Mujer,Enfermera/o,653.9,0,9,2024-07-29
AtentaMente,Mujer,Otro (Especifique),0.0,0,2,2024-07-29
Nuevo León,Sin dato,Personal directivo,467.3,7,8,2024-07-29
Sonora,Mujer,Enfermera/o,349.8,0,9,2024-07-29
Querétaro,Mujer,Médica/o,776.3,0,8,2024-07-29
Oaxaca,Mujer,Médica/o,118.3,0,6,2024-07-29
Sonora,Mujer,Médica/o residente,0.0,0,0,2024-07-29
Oaxaca,Mujer,Enfermera/o,67.2,0,5,2024-07-29
Querétaro,Mujer,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,1,2024-07-29
Querétaro,Mujer,Administrativa/o,699.4,0,9,2024-07-29
Oaxaca,Hombre,Enfermera/o,1737.1,0,9,2024-07-29
Querétaro,Sin dato,Sin dato,0.0,0,1,2024-07-29
Sonora,Sin dato,Pasante,0.0,7,0,2024-07-29
Nuevo León,Mujer,Pasante,0.0,0,0,2024-07-29
Nuevo León,Mujer,Médica/o,921.5,0,9,2024-07-29
Jalisco,Mujer,"Coordinador/a, responsable o supervisión de área",0.0,0,3,2024-07-29
Querétaro,Mujer,Otro (Especifique),0.0,0,1,2024-07-29
Coahuila,Mujer,"Coordinador/a, Responsable O Supervisión De Área",477.8,0,9,2024-07-29
Querétaro,Mujer,Médica/o residente,0.0,0,0,2024-07-29
Oaxaca,Mujer,Psicóloga/o,761.5,0,8,2024-07-29
Querétaro,Mujer,Promotor/a En Salud,0.0,0,0,2024-07-29
Campeche,Sin dato,Médica/o,640.8,7,9,2024-07-29
Oaxaca,Sin dato,"Coordinador/a, responsable o supervisión de área",102.0,7,6,2024-07-29
Querétaro,Mujer,Médica/o residente,0.0,0,0,2024-07-29
Querétaro,Mujer,Pasante,300.0,0,8,2024-07-29
Campeche,Sin dato,Personal directivo,768.3,7,9,2024-07-29
Oaxaca,Mujer,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,1,2024-07-29
Oaxaca,Sin dato,Enfermera/o,0.0,7,2,2024-07-29
Oaxaca,Mujer,Enfermera/o,693.9,0,9,2024-07-29
Querétaro,Sin dato,Médica/o,273.2,7,9,2024-07-29
Campeche,Mujer,"Coordinador/a, Responsable O Supervisión De Área",20.7,0,9,2024-07-29
Nuevo León,Mujer,Otro (Especifique),924.7,0,9,2024-07-29
Nuevo León,Mujer,"Coordinador/a, responsable o supervisión de área",645.7,0,8,2024-07-29
Sonora,Mujer,Psicóloga/o,665.9,0,8,2024-07-29
Campeche,Mujer,Enfermera/o,610.2,0,9,2024-07-29
Oaxaca,Mujer,Enfermera/o,918.3,0,9,2024-07-29
Querétaro,Mujer,Administrativa/o,601.9,0,9,2024-07-29
Tabasco,Mujer,Administrativa/o,474.1,0,9,2024-07-29
Sonora,Sin dato,"Coordinador/a, responsable o supervisión de área",0.0,7,2,2024-07-29
Campeche,Mujer,Médica/o,0.0,0,1,2024-07-29
Sonora,Mujer,Enfermera/o,0.0,0,2,2024-07-29
Sonora,Mujer,Pasante,489.8,0,8,2024-07-29
Coahuila,Sin dato,Sin dato,633.6,0,9,2024-07-29
Querétaro,Mujer,Médica/o residente,60.1,0,0,2024-07-29
Sonora,Sin dato,Pasante,538.9,7,3,2024-07-29
Nuevo León,Mujer,Administrativa/o,377.5,0,8,2024-07-29
Querétaro,Mujer,Administrativa/o,0.0,0,1,2024-07-29
Querétaro,Sin dato,Pasante,0.0,7,0,2024-07-29
Sonora,Mujer,Enfermera/o,623.5,0,9,2024-07-29
Nuevo León,Mujer,Enfermera/o,300.0,0,9,2024-07-29
Coahuila,Mujer,Médica/o,547.5,0,9,2024-07-29
Coahuila,Mujer,Sin dato,1461.2,0,9,2024-07-29
Sonora,Mujer,Médica/o,213.6,0,5,2024-07-29
Oaxaca,Mujer,Enfermera/o,0.0,0,0,2024-07-29
Sonora,Mujer,Enfermera/o,300.0,0,9,2024-07-29
Coahuila,Mujer,Interna/o,0.0,0,1,2024-07-29
Oaxaca,Hombre,Enfermera/o,59.3,0,0,2024-07-29
Campeche,Sin dato,"Coordinador/a, responsable o supervisión de área",0.0,5,2,2024-07-29
Oaxaca,Mujer,Psicóloga/o,0.0,0,0,2024-07-29
Nuevo León,Mujer,Pasante,0.0,0,0,2024-07-29
Sonora,Sin dato,Médica/o residente,0.0,7,0,2024-07-29
Campeche,Hombre,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,0,2024-07-29
Sonora,Sin dato,"Coordinador/a, responsable o supervisión de área",0.0,6,1,2024-07-29
AtentaMente,Sin dato,Sin dato,406.0,0,9,2024-07-29
Sonora,Hombre,Enfermera/o,735.7,0,9,2024-07-29
Quintana Roo,Mujer,Médica/o residente,69.2,0,1,2024-07-29
Campeche,Hombre,Administrativa/o,0.0,0,0,2024-07-29
Coahuila,Sin dato,Estudiante de medicina,0.0,0,1,2024-07-29
Coahuila,Sin dato,Sin dato,0.0,0,1,2024-07-29
Querétaro,Sin dato,Sin dato,0.0,0,1,2024-07-29
Querétaro,Hombre,Médica/o residente,0.0,0,0,2024-07-29
Nuevo León,Mujer,Pasante,0.0,0,0,2024-07-29
Oaxaca,Sin dato,Personal directivo,505.4,7,9,2024-07-29
Campeche,Sin dato,Enfermera/o,0.0,7,8,2024-07-29
Sonora,Sin dato,Psicóloga/o,188.7,6,5,2024-07-29
SIMI,Hombre,Psicóloga/o,560.5,0,7,2024-07-29
Coahuila,Sin dato,"Coordinador/a, responsable o supervisión de área",635.6,7,9,2024-07-29
Campeche,Mujer,Enfermera/o,838.9,0,0,2024-07-29
Campeche,Sin dato,Psicóloga/o,657.6,7,9,2024-07-29
Querétaro,Mujer,Pasante,76.6,0,7,2024-07-29
Oaxaca,Sin dato,Enfermera/o,91.7,7,5,2024-07-29
Sonora,Hombre,Estudiante de medicina,486.2,0,8,2024-07-29
Campeche,Hombre,"Coordinador/a, Responsable O Supervisión De Área",493.6,0,9,2024-07-29
Campeche,Sin dato,Química/o,0.0,7,0,2024-07-29
Querétaro,Hombre,Administrativa/o,0.0,0,0,2024-07-29
Oaxaca,Hombre,Administrativa/o,10.7,0,4,2024-07-29
Nuevo León,Prefiero No Contestar,Enfermera/o,0.0,0,0,2024-07-29
Oaxaca,Hombre,Administrativa/o,0.0,0,0,2024-07-29
Oaxaca,Hombre,Administrativa/o,1344.4,0,9,2024-07-29
Nuevo León,Hombre,Médica/o,652.6,0,7,2024-07-29
Sonora,Hombre,Estudiante de medicina,369.3,0,9,2024-07-29
Sonora,Hombre,Médica/o residente,0.0,0,0,2024-07-29
Sonora,Hombre,Estudiante de medicina,471.8,0,8,2024-07-29
Coahuila,Hombre,Médica/o residente,0.0,0,0,2024-07-29
Sonora,Mujer,Docente,0.0,0,5,2024-07-29
Campeche,Sin dato,Otro,80.1,7,9,2024-07-29
Oaxaca,Mujer,Médica/o,0.0,0,1,2024-07-29
Sonora,Sin dato,Sin dato,0.0,0,1,2024-07-29
Nuevo León,Mujer,Administrativa/o,1161.2,0,9,2024-07-29
Nuevo León,Sin dato,"Coordinador/a, responsable o supervisión de área",697.1,7,9,2024-07-29
Querétaro,Mujer,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,0,2024-07-29
Nuevo León,Sin dato,"Coordinador/a, responsable o supervisión de área",1195.9,7,9,2024-07-29
Oaxaca,Mujer,Odontóloga/o,1696.0,0,9,2024-07-29
Campeche,Sin dato,Enfermera/o,0.0,7,5,2024-07-29
Sonora,Sin dato,Sin dato,0.0,0,1,2024-07-29
Oaxaca,Sin dato,Enfermera/o,0.0,7,0,2024-07-29
Querétaro,Mujer,Pasante,0.0,0,3,2024-07-29
Oaxaca,Mujer,Administrativa/o,25.4,0,2,2024-07-29
Oaxaca,Mujer,Odontóloga/o,529.9,0,7,2024-07-29
Sonora,Mujer,Psicóloga/o,120.2,0,3,2024-07-29
Nuevo León,Mujer,Administrativa/o,0.0,0,0,2024-07-29
Guanajuato,Mujer,Enfermera/o,0.0,0,0,2024-07-29
Sonora,Mujer,Trabajador/a Social,0.0,0,1,2024-07-29
Querétaro,Mujer,Enfermera/o,640.6,0,9,2024-07-29
Oaxaca,Mujer,Administrativa/o,634.4,0,9,2024-07-29
Oaxaca,Sin dato,Médica/o,0.0,7,2,2024-07-29
Querétaro,Mujer,Pasante,0.0,0,1,2024-07-29
Oaxaca,Hombre,"Coordinador/a, Responsable O Supervisión De Área",1788.6,0,9,2024-07-29
Oaxaca,Mujer,Médica/o,727.1,0,9,2024-07-29
Nuevo León,Sin dato,Enfermera/o,600.4,7,3,2024-07-29
SIMI,Mujer,Psicóloga/o,672.0,0,9,2024-07-29
Oaxaca,Mujer,Enfermera/o,106.7,0,3,2024-07-29
Oaxaca,Mujer,Química/o,1.2,0,1,2024-07-29
Campeche,Mujer,Química/o,323.4,0,8,2024-07-29
Nuevo León,Sin dato,Química/o,569.9,7,9,2024-07-29
Oaxaca,Hombre,Técnica/o,0.0,0,0,2024-07-29
Sonora,Mujer,Personal Directivo,0.0,0,1,2024-07-29
Sonora,Sin dato,"Coordinador/a, responsable o supervisión de área",0.0,7,0,2024-07-29
Querétaro,Sin dato,"Coordinador/a, responsable o supervisión de área",586.1,7,9,2024-07-29
Campeche,Mujer,Trabajador/a social,1024.8,0,9,2024-07-29
Coahuila,Sin dato,Sin dato,638.1,0,9,2024-07-29
Sonora,Mujer,Psicóloga/o,0.2,0,2,2024-07-29
Guanajuato,Mujer,Enfermera/o,0.0,0,0,2024-07-29
Nuevo León,Mujer,Administrativa/o,353.1,0,9,2024-07-29
Querétaro,Mujer,"Coordinador/a, Responsable O Supervisión De Área",72.7,0,5,2024-07-29
Querétaro,Mujer,Personal Directivo,655.3,0,8,2024-07-29
Coahuila,Sin dato,Sin dato,14.0,0,7,2024-07-29
Campeche,Mujer,Médica/o,783.0,0,9,2024-07-29
Jalisco,Mujer,Administrativa/o,0.0,0,2,2024-07-29
Sonora,Mujer,"Coordinador/a, responsable o supervisión de área",7021.6,0,9,2024-07-29
Sonora,Mujer,Enfermera/o,29.9,0,1,2024-07-29
Coahuila,Mujer,Química/o,0.0,0,0,2024-07-29
Coahuila,Mujer,Psicóloga/o,0.0,0,0,2024-07-29
Oaxaca,Mujer,Pasante,0.0,0,0,2024-07-29
Querétaro,Mujer,"Coordinador/a, responsable o supervisión de área",0.0,0,1,2024-07-29
Coahuila,Sin dato,Psicóloga/o,0.0,7,0,2024-07-29
Oaxaca,Sin dato,Pasante,0.0,7,0,2024-07-29
Sonora,Hombre,Médica/o residente,205.0,0,1,2024-07-29
Querétaro,Hombre,Química/o,29.8,0,3,2024-07-29
Nuevo León,Hombre,"Coordinador/a, Responsable O Supervisión De Área",322.0,0,9,2024-07-29
Coahuila,Mujer,Trabajador/a social,0.0,0,0,2024-07-29
Sonora,Mujer,Médica/o residente,1.2,0,3,2024-07-29
Oaxaca,Hombre,"Coordinador/a, responsable o supervisión de área",130.9,0,8,2024-07-29
Sonora,Hombre,Médica/o residente,0.0,0,0,2024-07-29
Oaxaca,Mujer,Médica/o,1014.6,0,9,2024-07-29
Coahuila,Sin dato,Sin dato,984.8,0,9,2024-07-29
Querétaro,Mujer,Enfermera/o,0.0,0,0,2024-07-29
Oaxaca,Mujer,Enfermera/o,200.0,0,9,2024-07-29
Coahuila,Hombre,Administrativa/o,875.9,0,9,2024-07-29
Nuevo León,Sin dato,Médica/o,0.0,7,0,2024-07-29
Querétaro,Mujer,Médica/o,8.1,0,3,2024-07-29
AtentaMente,Mujer,"Coordinador/a, responsable o supervisión de área",9056.3,0,8,2024-07-29
Querétaro,Mujer,Enfermera/o,0.0,0,1,2024-07-29
Oaxaca,Mujer,Otro (Especifique),0.0,0,0,2024-07-29
Oaxaca,Hombre,Sin dato,0.0,0,0,2024-07-29
Coahuila,Hombre,Médica/o,552.6,0,8,2024-07-29
Querétaro,Hombre,Médica/o residente,0.0,0,0,2024-07-29
Oaxaca,Mujer,Administrativa/o,300.0,0,9,2024-07-29
Oaxaca,Mujer,Enfermera/o,19.8,0,6,2024-07-29
Oaxaca,Sin dato,Psicóloga/o,422.8,7,9,2024-07-29
Campeche,Hombre,Química/o,7.2,0,2,2024-07-29
Campeche,Mujer,Administrativa/o,0.0,0,0,2024-07-29
Nuevo León,Mujer,"Coordinador/a, responsable o supervisión de área",452.0,0,7,2024-07-29
Nuevo León,Sin dato,"Coordinador/a, responsable o supervisión de área",0.0,7,0,2024-07-29
Campeche,Sin dato,Otro,1138.3,7,9,2024-07-29
Oaxaca,Mujer,Médica/o,259.6,0,6,2024-07-29
Coahuila,Sin dato,Sin dato,624.1,0,9,2024-07-29
Nuevo León,Sin dato,Psicóloga/o,508.7,7,8,2024-07-29
Nuevo León,Mujer,Pasante,0.0,0,0,2024-07-29
Nuevo León,Mujer,Enfermera/o,0.0,0,0,2024-07-29
Sonora,Mujer,Psicóloga/o,0.0,0,0,2024-07-29
Coahuila,Sin dato,Sin dato,1.1,0,5,2024-07-29
Coahuila,Mujer,Administrativa/o,0.0,0,1,2024-07-29
Oaxaca,Mujer,Administrativa/o,0.0,0,0,2024-07-29
Coahuila,Sin dato,Sin dato,0.0,0,1,2024-07-29
Oaxaca,Mujer,Enfermera/o,2135.7,0,9,2024-07-29
Querétaro,Mujer,Enfermera/o,0.0,0,8,2024-07-29
Oaxaca,Mujer,Administrativa/o,0.0,0,9,2024-07-29
Coahuila,Sin dato,Estudiante de medicina,127.0,0,7,2024-07-29
Sonora,Mujer,Docente,1071.3,0,9,2024-07-29
Jalisco,Mujer,Médica/o residente,0.0,0,0,2024-07-29
Nuevo León,Sin dato,Administrativa/o,1676.3,7,9,2024-07-29
Nuevo León,Mujer,"Coordinador/a, Responsable O Supervisión De Área",779.9,0,9,2024-07-29
Sonora,Mujer,Médica/o residente,0.0,0,0,2024-07-29
Sonora,Mujer,Personal Directivo,360.4,0,9,2024-07-29
Coahuila,Mujer,Psicóloga/o,710.2,0,9,2024-07-29
Querétaro,Hombre,Médica/o,1071.6,0,9,2024-07-29
Jalisco,Mujer,Médica/o,702.6,0,9,2024-07-29
Querétaro,Hombre,Médica/o residente,122.6,0,0,2024-07-29
Sonora,Sin dato,Personal directivo,1330.8,7,9,2024-07-29
Jalisco,Mujer,Médica/o residente,0.0,0,1,2024-07-29
Coahuila,Hombre,Administrativa/o,0.0,7,1,2024-07-29
Querétaro,Mujer,Médica/o residente,0.0,0,3,2024-07-29
Guanajuato,Mujer,Médica/o residente,0.0,0,1,2024-07-29
Oaxaca,Mujer,Enfermera/o,314.2,0,9,2024-07-29
Campeche,Mujer,Médica/o,640.7,0,9,2024-07-29
Nuevo León,Mujer,Enfermera/o,161.0,0,4,2024-07-29
Oaxaca,Mujer,Enfermera/o,0.0,0,8,2024-07-29
Sonora,Mujer,Administrativa/o,1.1,0,0,2024-07-29
Campeche,Mujer,Enfermera/o,0.0,0,0,2024-07-29
Oaxaca,Sin dato,Administrativa/o,1744.3,7,9,2024-07-29
Oaxaca,Mujer,Enfermera/o,334.4,0,4,2024-07-29
Sonora,Mujer,Psicóloga/o,1213.2,0,8,2024-07-29
Querétaro,Mujer,"Coordinador/a, Responsable O Supervisión De Área",960.0,0,9,2024-07-29
Sonora,Sin dato,Administrativa/o,325.6,7,8,2024-07-29
Coahuila,Mujer,"Coordinador/a, Responsable O Supervisión De Área",300.0,0,9,2024-07-29
Coahuila,Hombre,"Coordinador/a, Responsable O Supervisión De Área",451.8,0,9,2024-07-29
Coahuila,Sin dato,Sin dato,129.6,0,9,2024-07-29
Jalisco,Mujer,Verificador/a sanitario,162.7,0,9,2024-07-29
Oaxaca,Sin dato,Enfermera/o,115.3,7,3,2024-07-29
Campeche,Mujer,Enfermera/o,0.0,0,5,2024-07-29
Sonora,Hombre,Estudiante de medicina,222.1,0,7,2024-07-29
Sonora,Hombre,Estudiante de medicina,612.8,0,8,2024-07-29
Querétaro,Sin dato,Médica/o,635.1,7,9,2024-07-29
Coahuila,Sin dato,Sin dato,375.3,0,7,2024-07-29
Nuevo León,Mujer,Enfermera/o,0.0,0,0,2024-07-29
Querétaro,Mujer,Enfermera/o,0.0,0,0,2024-07-29
Sonora,Mujer,Médica/o residente,0.0,0,0,2024-07-29
Sonora,Mujer,Enfermera/o,0.0,0,0,2024-07-29
Oaxaca,Mujer,Administrativa/o,433.5,0,8,2024-07-29
Campeche,Hombre,Pasante,0.0,0,0,2024-07-29
Jalisco,Mujer,Médica/o,0.0,0,3,2024-07-29
Querétaro,Mujer,Pasante,493.2,0,9,2024-07-29
Sonora,Mujer,Otro (Especifique),331.3,0,7,2024-07-29
Nuevo León,Sin dato,Administrativa/o,692.5,7,8,2024-07-29
Coahuila,Mujer,Administrativa/o,156.1,0,6,2024-07-29
Coahuila,Mujer,Enfermera/o,898.5,0,9,2024-07-29
Nuevo León,Mujer,"Coordinador/a, Responsable O Supervisión De Área",649.7,0,9,2024-07-29
Campeche,Mujer,Enfermera/o,0.0,0,0,2024-07-29
Sin dato,Mujer,Sin dato,0.0,0,0,2024-07-29
Oaxaca,Mujer,Promotor/a En Salud,0.0,0,0,2024-07-29
Querétaro,Mujer,Enfermera/o,0.0,0,2,2024-07-29
Sonora,Mujer,Administrativa/o,0.2,0,1,2024-07-29
Querétaro,Mujer,Enfermera/o,0.0,0,2,2024-07-29
Coahuila,Sin dato,Estudiante de medicina,0.0,0,2,2024-07-29
Querétaro,Mujer,Enfermera/o,708.9,0,9,2024-07-29
Sonora,Sin dato,Sin dato,0.0,0,2,2024-07-29
Oaxaca,Mujer,Pasante,0.0,0,0,2024-07-29
Sonora,Sin dato,Enfermera/o,461.3,7,9,2024-07-29
Sonora,Mujer,Enfermera/o,0.0,0,0,2024-07-29
Nuevo León,Mujer,Pasante,0.0,0,0,2024-07-29
Coahuila,Mujer,Enfermera/o,0.0,0,1,2024-07-29
Sonora,Mujer,Enfermera/o,353.8,0,9,2024-07-29
Guanajuato,Mujer,Sin dato,0.0,0,0,2024-07-29
Campeche,Mujer,Trabajador/a social,0.0,0,2,2024-07-29
Querétaro,Mujer,Médica/o,0.0,0,1,2024-07-29
Otro (Especifique),Hombre,Médica/o,0.0,0,0,2024-07-29
Ciudad De México,Sin dato,Sin dato,0.0,0,8,2024-07-29
Oaxaca,Mujer,Psicóloga/o,0.0,0,0,2024-07-29
Nuevo León,Sin dato,Enfermera/o,0.0,6,7,2024-07-29
Sonora,Mujer,"Coordinador/a, responsable o supervisión de área",0.0,0,8,2024-07-29
Campeche,Mujer,Administrativa/o,1025.8,0,8,2024-07-29
Sonora,Mujer,Psicóloga/o,0.0,0,0,2024-07-29
Querétaro,Mujer,Pasante,692.3,0,9,2024-07-29
Sonora,Hombre,Estudiante de medicina,594.3,0,9,2024-07-29
Sonora,Mujer,Médica/o residente,0.0,0,0,2024-07-29
Coahuila,Sin dato,Sin dato,0.8,0,6,2024-07-29
Jalisco,Mujer,Psicóloga/o,0.0,0,1,2024-07-29
Nuevo León,Sin dato,Administrativa/o,33.1,7,8,2024-07-29
Nuevo León,Mujer,Otro (Especifique),5.9,0,9,2024-07-29
Coahuila,Mujer,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,3,2024-07-29
Sonora,Mujer,Pasante,0.0,0,0,2024-07-29
Querétaro,Mujer,Enfermera/o,0.0,0,0,2024-07-29
Nuevo León,Mujer,Pasante,543.6,0,9,2024-07-29
Coahuila,Sin dato,Sin dato,0.0,0,5,2024-07-29
Sonora,Mujer,Psicóloga/o,132.7,0,3,2024-07-29
Campeche,Sin dato,Química/o,438.4,7,8,2024-07-29
Nuevo León,Sin dato,Médica/o,429.8,7,9,2024-07-29
Sonora,Sin dato,Pasante,0.0,7,0,2024-07-29
Sonora,Sin dato,Enfermera/o,38.2,7,4,2024-07-29
Sonora,Hombre,Médica/o,719.4,0,8,2024-07-29
